"Data Source","World Development Indicators",

"Last Updated Date","2022-09-16",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021",
"United Kingdom","GBR","Stocks traded, total value (current US$)","CM.MKT.TRAD.CD","","","","","","","","","","","","","","","","35400000000","24075000000","19361000000","19634000000","25571600000","35824600000","32839200000","32744600000","42575800000","48283100000","76355610000","113003200000","427051100000","294597540000","317499520000","304246190000","333762140000","328432700000","417197960000","474106870000","501733270000","588675200000","836890420000","1044696390000","1423785660000","1833383630000","1893938290000","1047574930000","1245706210000","1621275060000","1729902330000","2763295580000","3947700220000","2735562940000","2807470000000","3213161000000","3034966000000","2470374000000","1675053000000","2357017000000","","","","","","","",
"Georgia","GEO","Stocks traded, total value (current US$)","CM.MKT.TRAD.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Ghana","GHA","Stocks traded, total value (current US$)","CM.MKT.TRAD.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4100000","69000000","18850000","16150000","41310000","57270000","19890000","6960000","12500000","10000000","43990000","72880000","51000000","51600000","145400000","286800000","51800000","101800000","254100000","51000000","192900000","","","","","","","32660000","",
"Gibraltar","GIB","Stocks traded, total value (current US$)","CM.MKT.TRAD.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guinea","GIN","Stocks traded, total value (current US$)","CM.MKT.TRAD.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Gambia, The","GMB","Stocks traded, total value (current US$)","CM.MKT.TRAD.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guinea-Bissau","GNB","Stocks traded, total value (current US$)","CM.MKT.TRAD.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Equatorial Guinea","GNQ","Stocks traded, total value (current US$)","CM.MKT.TRAD.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Greece","GRC","Stocks traded, total value (current US$)","CM.MKT.TRAD.CD","","","","","","","","","","","","","","","","","","","","","291000000","189000000","132000000","64000000","48000000","71000000","107000000","1202000000","832000000","1429000000","7977000000","4785000000","2755000000","5037000000","5008500000","5950100000","8234400000","21136600000","50019500000","183894700000","91619800000","37130260000","20448960000","33877540000","39892350000","49161710000","86545360000","121523700000","81801420000","59313130000","40642980000","22978960000","15077480000","24010790000","33050380000","17942840000","12224003416.8565","15211933446.4284","11885383999.0844","15426070000","16482780000","",
"Grenada","GRD","Stocks traded, total value (current US$)","CM.MKT.TRAD.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Greenland","GRL","Stocks traded, total value (current US$)","CM.MKT.TRAD.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guatemala","GTM","Stocks traded, total value (current US$)","CM.MKT.TRAD.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guam","GUM","Stocks traded, total value (current US$)","CM.MKT.TRAD.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guyana","GUY","Stocks traded, total value (current US$)","CM.MKT.TRAD.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"High income","HIC","Stocks traded, total value (current US$)","CM.MKT.TRAD.CD","","","","","","","","","","","","","","","","296569530000","365679270000","359049980000","537565830000","595506020000","796034940000","878659140000","791111450000","1373464460000","1731901260000","2444773220000","4047633590000","6788840630000","6242796358000","7649279490000","6151876650000","4963842550000","4846356450000","6920511960000","8220093970000","9464781290000","11557179740000","16494896400000","20931388240000","30194011140000","44628138360000","32591291120000","26617221630000","27269064360000","33757105550000","42794201480000","54155972070000","77702396140000","76161821917000","55350702374455","57938098317933.8","62821787010000","50135949520000","52932647300000","59950800437737.5","59224414430000","56411127390018.5","56850107626857.1","51411091526060.5","38893594870000","","",
"Hong Kong SAR, China","HKG","Stocks traded, total value (current US$)","CM.MKT.TRAD.CD","","","","","","","","","","","","","","","","484000000","646000000","327870000","408440000","1073940000","777050000","","","","","","15316600000","45408110000","23422710000","34582330000","34583770000","38525460000","78452650000","132114100000","125745700000","95588900000","166243900000","453034520000","205945810000","227669000000","372996060000","238191310000","178937670000","272849940000","403727910000","421194600000","755545250000","2015819340000","1568212800000","1413270670000","1487593610000","1436954110000","1076727570000","1267004630000","1450936260000","2068670580000","1351097197683.87","1953131618025.77","2266769163484.99","1822240530000","3069358660000","",
"Honduras","HND","Stocks traded, total value (current US$)","CM.MKT.TRAD.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Heavily indebted poor countries (HIPC)","HPC","Stocks traded, total value (current US$)","CM.MKT.TRAD.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Croatia","HRV","Stocks traded, total value (current US$)","CM.MKT.TRAD.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","13200000","13200000","308000000","178720000","242360000","100040000","68810000","189230000","115900000","160170000","246530000","464980000","756920000","1876170000","4386100000","3215960000","1461890000","1049850000","926790000","542700000","553800000","490100000","423780000","317770000","432312165.65728","247128709.81198","328510000","","",
"Haiti","HTI","Stocks traded, total value (current US$)","CM.MKT.TRAD.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Hungary","HUN","Stocks traded, total value (current US$)","CM.MKT.TRAD.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6642220000","8862590000","14269590000","22164080000","30986590000","47286400000","27563770000","27205900000","26466460000","15651910000","10963360000","10822660000","7113710000","7440530000","7812418043.96444","10382730752.3874","9889918211.71502","8668020000","11302390000","",
"IBRD only","IBD","Stocks traded, total value (current US$)","CM.MKT.TRAD.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","339861044000","494223410000","461727310000","671054140000","898631370000","724511800000","","1782796987404.09","1051325678382.8","859367312278.522","1188563670505.31","1655127128892.26","1827198349409.92","3555390786429.83","10710274045348.7","7733844814125.5","11289841145367.5","12261514411676.8","10180508625439.4","8226332458294.27","10871989895826.5","15057619015653.7","41998860608780.3","21307810547460.3","20932899787518.2","16922185254585","22318455354766.6","37999149429001.4","",
"IDA & IBRD total","IBT","Stocks traded, total value (current US$)","CM.MKT.TRAD.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","339972444000","494686810000","462179310000","678106410000","910722100000","735351900000","","1814815867404.09","1064281888382.8","859438483278.522","1188840850505.31","1797761708892.26","1969412279409.92","3685615326429.83","10829664775348.7","7795690944125.5","11314785395367.5","12284279871676.8","10197623882479.4","8245095858294.27","10882381585026.5","15080579445653.7","42017780448780.3","21325520701543.8","20961609833731.2","16940913577552.8","22334926614766.6","38017255839001.4","",
"IDA total","IDA","Stocks traded, total value (current US$)","CM.MKT.TRAD.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"IDA blend","IDB","Stocks traded, total value (current US$)","CM.MKT.TRAD.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6180520000","11472270000","9753700000","21186460000","","12661880000","","","142261240000","141911310000","129817370000","118373130000","59805780000","22312560000","17579030000","14499640000","17076900000","8595500000","6752020000","","","","","","","",
"Indonesia","IDN","Stocks traded, total value (current US$)","CM.MKT.TRAD.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9088400000","11787500000","14374600000","32438700000","21994720000","12930830000","21161630000","12901770000","9638140000","12387720000","12760430000","21878750000","27858890000","40323050000","94914290000","75849340000","86073390000","104452210000","105475470000","91929370000","98857720000","90721490000","75045300000","90406630406.6304","92513090234.7969","104652371915.392","117889020000","131144740000","",
"IDA only","IDX","Stocks traded, total value (current US$)","CM.MKT.TRAD.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Isle of Man","IMN","Stocks traded, total value (current US$)","CM.MKT.TRAD.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"India","IND","Stocks traded, total value (current US$)","CM.MKT.TRAD.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","512843277404.089","248143458382.804","196912922278.522","282783840505.306","377037338892.264","473719089409.915","637009616429.835","1090413525348.74","1037255713974.31","1050732771502.82","1060888757347.98","740661117594.71","637439438294.273","570993690332.57","761434863288.323","802189246647.972","808345072456.108","1204808201528.86","1295711222296.8","1285594464766.56","1945317139001.35","",
"Not classified","INX","Stocks traded, total value (current US$)","CM.MKT.TRAD.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Ireland","IRL","Stocks traded, total value (current US$)","CM.MKT.TRAD.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","13327400000","11794400000","16003420000","43099750000","45080690000","14714110000","22484200000","3139580000","6103660000","5977030000","7806200000","12079770000","24661110000","17562380000","9880900000","8869570000","8171340000","9374110000","14901120000","16573830000","20929460000","22345510630.2202","28924231097.3097","32083358132.082","","","",
"Iran, Islamic Rep.","IRN","Stocks traded, total value (current US$)","CM.MKT.TRAD.CD","","","","","","","","","","","","","","","","153000000","300000000","202000000","449000000","","","","","","","","","","","","","530700000","595850000","211960000","432500000","554560000","1865100000","962190000","871610000","1775020000","4460570000","1567300000","1741100000","3912990000","11257690000","7197880000","4713980000","8146940000","14618110000","16988400000","16987110000","14409330000","15061390000","44305850000","23365970000","8444810000","18689210535.0725","11741666197.0633","26215069785.7143","65963990000","462460320000","",
"Iraq","IRQ","Stocks traded, total value (current US$)","CM.MKT.TRAD.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Iceland","ISL","Stocks traded, total value (current US$)","CM.MKT.TRAD.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","13200000","19500000","43800000","84900000","180900000","517600000","1571800000","2205400000","1282000000","3963600000","7808700000","11735200000","","","","","","","","","","","","","","","","","",
"Israel","ISR","Stocks traded, total value (current US$)","CM.MKT.TRAD.CD","","","","","","","","","","","","","","","","","","","","621360000","1657730000","3076120000","4802450000","5374800000","622650000","718900000","2095900000","4828200000","2322300000","3740500000","5257320000","8386040000","13095820000","28782030000","25054020000","8789260000","8100000000","13896080000","13820100000","20933460000","28704830000","14989800000","11370200000","17805460000","30280790000","42441080000","63163660000","99551830000","95990440000","79544090000","108232110000","76610440000","50802180000","55578800000","47300530000","56371100000","51823858462.339","69037746840.0521","62440266666.6667","68468730000","104642810000","",
"Italy","ITA","Stocks traded, total value (current US$)","CM.MKT.TRAD.CD","","","","","","","","","","","","","","","","1637000000","1256000000","866000000","1968000000","3460700000","8573800000","10850100000","2787300000","3871700000","4045400000","13714280000","38351200000","32379400000","31604400000","42033300000","42170000000","23433200000","27632100000","65943300000","119347400000","87085100000","102544800000","203132300000","485934800000","535981000000","989553600000","599668800000","576460100000","732470860000","900204160000","1054772710000","1208950290000","2213561990000","1384425960000","926817220000","665858470000","846602000000","782606000000","769991000000","2055661000000","","","","","","","",
"Jamaica","JAM","Stocks traded, total value (current US$)","CM.MKT.TRAD.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","293300000","161400000","97690000","136160000","132210000","55710000","53850000","76300000","124000000","153200000","","","","","","","","","256040000","716400000","71000000","125200000","612930000","407580000","342180000","562590000","784870000","45170000","",
"Jordan","JOR","Stocks traded, total value (current US$)","CM.MKT.TRAD.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1325900000","703200000","591000000","350200000","500900000","652200000","548500000","471400000","943400000","1339200000","2616600000","5350200000","23815600000","19557200000","17427100000","27192780000","12905330000","8597360000","3897390000","2729780000","3427410000","3092270000","3554980000","2584523809.52381","2334520769.77534","2363596614.95063","1684920000","1473000000","",
"Japan","JPN","Stocks traded, total value (current US$)","CM.MKT.TRAD.CD","","","","","","","","","","","","","","","","60212610000","92171480000","102827000000","194034000000","166261260000","180196400000","256454360000","175097550000","272156880000","320277200000","455099560000","1155995930000","2014249660000","2542913790000","2609244310000","1540570390000","1030891100000","606281820000","909672500000","1069508520000","1144393100000","1189212200000","1042327000000","1045479810000","2028693270000","2481024210000","1701945370000","1732589850000","2327856190000","3457685670000","4337679650000","5498545140000","6585830110000","6208708320000","3868144490000","4270296890000","4310282370000","3346412600000","6083165810000","4844710410000","5571527250000","5230238447398.79","5778429302687.51","6304085320533.8","5097597060000","6337219210000","",
"Kazakhstan","KAZ","Stocks traded, total value (current US$)","CM.MKT.TRAD.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","30000000","438450000","1016410000","1040850000","2438560000","9005240000","3740720000","4265280000","526360000","545740000","1123000000","700900000","861600000","2656490000","741676553.599681","785262029.071786","1271300312.10627","345400000","391260000","",
"Kenya","KEN","Stocks traded, total value (current US$)","CM.MKT.TRAD.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","12100000","68600000","59850000","71180000","97490000","74200000","48500000","37800000","39300000","37380000","200000000","283840000","504120000","1364270000","1127770000","742200000","198340000","793530000","917250000","1008100000","1804700000","1010900000","683050000","815820000","","","472010000","484040000","",
"Kyrgyz Republic","KGZ","Stocks traded, total value (current US$)","CM.MKT.TRAD.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Cambodia","KHM","Stocks traded, total value (current US$)","CM.MKT.TRAD.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Kiribati","KIR","Stocks traded, total value (current US$)","CM.MKT.TRAD.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"St. Kitts and Nevis","KNA","Stocks traded, total value (current US$)","CM.MKT.TRAD.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Korea, Rep.","KOR","Stocks traded, total value (current US$)","CM.MKT.TRAD.CD","","","","","","","","","","","","","","","","","","","","2700000000","1866300000","3617700000","2635550000","2203140000","3768630000","4067180000","11142330000","25866350000","84959278000","119481390000","74616040000","82543250000","115175330000","210539070000","286829400000","184227050000","177506200000","170825900000","160370260000","764683790000","495365930000","374013950000","580979270000","457213710000","525823420000","1199717440000","1339271820000","1917885830000","1187222280000","1685458380000","1629753530000","1934405350000","1584674350000","1329851670000","1283699570000","1843731080000","1600850346071.08","2011934132826.63","2455740148431.67","1927828750000","5190693110000","",
"Kuwait","KWT","Stocks traded, total value (current US$)","CM.MKT.TRAD.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2588200000","1925700000","6173400000","17790000000","32985910000","9270560000","","","1165490000","2230000000","5610000000","48454400000","92368280000","57196160000","","","","","21400000000","21764200000","40330800000","","26892110000","","","","3692900000","13167270000","",
"Latin America & Caribbean (excluding high income)","LAC","Stocks traded, total value (current US$)","CM.MKT.TRAD.CD","","","","","","","","","","","","","","","","","","","","8828170000","10067320000","11038950000","7074400000","4682350000","9556230000","20139740000","33208230000","20495670000","18139800000","18197120000","25289280000","48322790000","83784230000","150307860000","257733260000","150329930000","196915410000","313788520000","232890130000","209772230000","151361480000","125890240000","68146500000","98380460000","165639590000","241951200000","384516930000","793584350000","679830180000","809773720000","1048528830000","958575420000","991019460000","929326880000","796419820000","540034020000","694643715497.681","778767782738.395","884111260628.017","1142730990000","1470667950000","",
"Lao PDR","LAO","Stocks traded, total value (current US$)","CM.MKT.TRAD.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Lebanon","LBN","Stocks traded, total value (current US$)","CM.MKT.TRAD.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","67090000","639730000","328350000","86200000","116360000","52600000","117660000","124010000","188230000","902100000","2010570000","967400000","1711280000","1040920000","1877260000","511490000","408000000","156900000","624400000","505220000","902710000","609983808.236731","377171475.953566","195970000","232340000","",
"Liberia","LBR","Stocks traded, total value (current US$)","CM.MKT.TRAD.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Libya","LBY","Stocks traded, total value (current US$)","CM.MKT.TRAD.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"St. Lucia","LCA","Stocks traded, total value (current US$)","CM.MKT.TRAD.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Latin America & Caribbean","LCN","Stocks traded, total value (current US$)","CM.MKT.TRAD.CD","","","","","","","","","","","","","","","","","","","","","10820320000","11487950000","7295400000","4789350000","9656230000","20283740000","33963230000","21761670000","19664800000","20076120000","26866280000","50091630000","85705390000","154608870000","264064550000","161757610000","199289860000","324919450000","238881100000","217306400000","159676720000","131329560000","70956000000","105996330000","178901660000","262558190000","412584080000","839115290000","708994730000","846841930000","1106556750000","1010285770000","1038246290000","970750770000","823807690000","559709090000","718616858821.293","816859853973.541","927685898621.406","1179854790000","1510613250000","",
"Least developed countries: UN classification","LDC","Stocks traded, total value (current US$)","CM.MKT.TRAD.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Low income","LIC","Stocks traded, total value (current US$)","CM.MKT.TRAD.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Liechtenstein","LIE","Stocks traded, total value (current US$)","CM.MKT.TRAD.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Sri Lanka","LKA","Stocks traded, total value (current US$)","CM.MKT.TRAD.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","377500000","695100000","85300000","58900000","309200000","281600000","208460000","133600000","130520000","315460000","720220000","558120000","1079860000","978630000","966270000","968470000","1245300000","4994900000","4795920000","1674450000","1532630000","2598450000","1793280000","1203803238.53586","2400646945.68048","1097423097.17621","942180000","1712700000","",
"Lower middle income","LMC","Stocks traded, total value (current US$)","CM.MKT.TRAD.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","573137967404.089","277291968382.804","","","560857078892.264","667147019409.915","883092076429.835","1424362905348.74","1325219504125.5","1311055345367.54","1313413421676.8","944359612479.417","823647378294.273","801795635026.48","1004626625653.71","987095778780.336","1013839507576.73","1438028485741.66","1547543807853.61","1563306654766.56","2668450679001.35","",
"Low & middle income","LMY","Stocks traded, total value (current US$)","CM.MKT.TRAD.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","483141320000","447677630000","670015600000","891709100000","720268530000","","1785977587404.09","1048508488382.8","853115253278.522","1173035110505.31","1765543278892.26","1921328249409.92","3601297236429.83","10687433225348.7","7711254394125.5","11218393185367.5","12154493621676.8","10069414612479.4","8135353638294.27","10766553475026.5","14993560925653.7","41943615228780.3","21254315149496.1","20853201255418","16840272076115.5","22245326634766.6","37891136489001.4","",
"Lesotho","LSO","Stocks traded, total value (current US$)","CM.MKT.TRAD.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Late-demographic dividend","LTE","Stocks traded, total value (current US$)","CM.MKT.TRAD.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","260617710000","314846160000","501418710000","726565800000","586556980000","","977792680000","654884710000","512426970000","730811270000","1025287550000","1019420510000","2419058870000","8802320870000","6097644457151.19","9528954433864.72","10267989414328.8","8646646617844.71","6783405490000","9401117845493.91","13580406090102.9","40497765912132.4","19631609440149.5","18757650959425.4","14762277110730.6","20131511140000","34234973050000","",
"Lithuania","LTU","Stocks traded, total value (current US$)","CM.MKT.TRAD.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","203800000","492900000","","","","","","","","","","","","","","","","","",
"Luxembourg","LUX","Stocks traded, total value (current US$)","CM.MKT.TRAD.CD","","","","","","","","","","","","","","","","","","","","","","","17000000","16010000","20140000","42250000","120310000","125450000","255120000","204500000","197250000","147450000","114210000","211240000","268840000","205310000","514100000","995520000","1548420000","951190000","1222420000","430950000","307290000","283010000","396490000","226700000","240370000","244010000","1790660000","280880000","177820000","122730000","114950000","119540000","110450000","95950000","70425208.8078967","93543038.4235698","79466636.1451299","48700000","47910000","",
"Latvia","LVA","Stocks traded, total value (current US$)","CM.MKT.TRAD.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20000","11800000","83100000","88700000","43000000","272700000","164100000","188500000","158200000","159200000","","","","","","","","","","","","","","","","","",
"Macao SAR, China","MAC","Stocks traded, total value (current US$)","CM.MKT.TRAD.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"St. Martin (French part)","MAF","Stocks traded, total value (current US$)","CM.MKT.TRAD.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Morocco","MAR","Stocks traded, total value (current US$)","CM.MKT.TRAD.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","488000000","812700000","2446200000","2070600000","3167000000","5206900000","8365000000","3155900000","1733700000","998900000","2578500000","3928700000","7890600000","9859300000","23172000000","13766900000","7913100000","6098300000","4092520000","3492990000","3236760000","3039870000","2919000000","3177675707.78064","4227434946.6209","3901624195.78655","3260540000","3608980000","",
"Monaco","MCO","Stocks traded, total value (current US$)","CM.MKT.TRAD.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Moldova","MDA","Stocks traded, total value (current US$)","CM.MKT.TRAD.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Madagascar","MDG","Stocks traded, total value (current US$)","CM.MKT.TRAD.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Maldives","MDV","Stocks traded, total value (current US$)","CM.MKT.TRAD.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Middle East & North Africa","MEA","Stocks traded, total value (current US$)","CM.MKT.TRAD.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1653884970000","978959260000","903562697000","625748440000","432192710000","470274530000","664371430000","549848440000","877875597737.544","636401820000","465374135110.741","386783763627.168","387101649318.823","420659570000","1149664190000","",
"Mexico","MEX","Stocks traded, total value (current US$)","CM.MKT.TRAD.CD","","","","","","","","","","","","","","","","","","","1336000000","4113270000","3219620000","4181000000","782100000","935950000","1835230000","3042600000","4007450000","10419890000","7672070000","13547450000","18537610000","31648500000","44155420000","62595530000","57168360000","34191800000","43122900000","51705040000","27960160000","34930700000","44700320000","53088620000","25436580000","23082300000","44231400000","54486860000","81840850000","117920480000","84860570000","77556620000","111120160000","99789260000","119686590000","163691860000","128035390000","103654060000","111895470585.112","109070965641.728","93796621057.5611","84702670000","82700820000","",
"Marshall Islands","MHL","Stocks traded, total value (current US$)","CM.MKT.TRAD.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Middle income","MIC","Stocks traded, total value (current US$)","CM.MKT.TRAD.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","333687534000","483140920000","447677410000","670012940000","891701100000","720267220000","","1785976587404.09","1048503488382.8","853110253278.522","1173028590505.31","1765541088892.26","1921317149409.92","3601285196429.83","10687433225348.7","7711254394125.5","11218393185367.5","12154473591676.8","10069394112479.4","8135335438294.27","10766553475026.5","14993560925653.7","41943615228780.3","21254315149496.1","20853201255418","16840272076115.5","22245321654766.6","37891136489001.4","",
"North Macedonia","MKD","Stocks traded, total value (current US$)","CM.MKT.TRAD.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Mali","MLI","Stocks traded, total value (current US$)","CM.MKT.TRAD.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Malta","MLT","Stocks traded, total value (current US$)","CM.MKT.TRAD.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","35420000","52700000","185910000","48860000","54850000","51110000","100660000","139480000","270520000","94590000","68090000","36470000","48560000","48770000","44090000","67360000","61460000","88800000","73870539.1040243","105439585.190297","98752432.1849605","100450000","71670000","",
"Myanmar","MMR","Stocks traded, total value (current US$)","CM.MKT.TRAD.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Middle East & North Africa (excluding high income)","MNA","Stocks traded, total value (current US$)","CM.MKT.TRAD.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","40161400000","","","","","35880244505.884","","","","","",
"Montenegro","MNE","Stocks traded, total value (current US$)","CM.MKT.TRAD.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","357020000","83270000","","44400000","76590000","43510000","","","","","","","","","",
"Mongolia","MNG","Stocks traded, total value (current US$)","CM.MKT.TRAD.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Northern Mariana Islands","MNP","Stocks traded, total value (current US$)","CM.MKT.TRAD.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
